Row	|	created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
1	|	Wed May 23 17:43:11 +0000 2018	|	Chris Murphy	|	150078976	|	999345009404076032	|	null	|	Patients deserve complete, accurate and unbiased information to make decisions with their doctor. This gag rule is… https://t.co/tmBHpV9cV5	|	$#%
2	|	Wed May 23 17:45:41 +0000 2018	|	Dean Heller	|	266133081	|	999345636288933889	|	null	|	One of the most distressing &amp; heartbreaking aspects of the opioid epidemic is that every 25 min a baby is born w/ne… https://t.co/sUCkdretL9	|	$#%
3	|	Wed May 23 17:47:12 +0000 2018	|	Senator Jim Risch	|	1096059529	|	999346020331991049	|	null	|	Outstanding job by Dr. Peters &amp; @INL. #Smallbusinesses in Idaho have so much to offer and this strong community par… https://t.co/u64IcAvMlS	|	$#%
4	|	Wed May 23 17:47:58 +0000 2018	|	Senator Jerry Moran	|	18632666	|	999346213186088970	|	18632666	|	2⃣ There are seven different community care programs within the VA where veterans can access care outside of the VA… https://t.co/lxOMsO3Q0x	|	$#%
5	|	Wed May 23 17:47:57 +0000 2018	|	Senator Jerry Moran	|	18632666	|	999346207037231105	|	18632666	|	1⃣ #VAMISSIONAct makes certain the VA executes the law consistent with the intent of Congress as it develops rules… https://t.co/kvy8V4NBcL	|	$#%
6	|	Wed May 23 17:47:57 +0000 2018	|	Senator Jerry Moran	|	18632666	|	999346205586051072	|	null	|	I spoke on the Senate floor in support of the #VAMISSIONAct – I am grateful for @SenJohnMcCain’s leadership on this… https://t.co/tYsxWgEMFm	|	$#%
7	|	Wed May 23 17:48:00 +0000 2018	|	Senator Jerry Moran	|	18632666	|	999346219666288645	|	18632666	|	3⃣ This legislation requires the VA to provide veterans a coordinator of care when they choose to utilize care in t… https://t.co/d2fnohE2jE	|	$#%
8	|	Wed May 23 17:49:52 +0000 2018	|	Martin Heinrich	|	1099199839	|	999346690653085697	|	null	|	Proud to partner @SenatorTomUdall on legislation to withdraw the lands around #ChacoCanyon from further development… https://t.co/tL6PsqaXQe	|	$#%
9	|	Wed May 23 17:52:00 +0000 2018	|	Rob Portman	|	18915145	|	999347227695906817	|	null	|	This week is #NationalEMSWeek. I recently had the opportunity to thank the EMS Chiefs Association at our weekly Buc… https://t.co/Z9n0I2FghQ	|	$#%
10	|	Wed May 23 17:53:35 +0000 2018	|	Senator John Boozman	|	5558312	|	999347624560951296	|	null	|	The #VAMISSIONAct consolidates and improves @DeptVetAffairs community care programs so #veterans will have access t… https://t.co/iDvuuv0iZ9	|	$#%
11	|	Wed May 23 17:53:47 +0000 2018	|	Sen. Maria Cantwell	|	117501995	|	999347675756670992	|	null	|	Our state has 5 of the highest threat #volcanoes in the nation, and they are a persistent and serious threat. Our l… https://t.co/rSWHZP2tUg	|	$#%
12	|	Wed May 23 17:53:46 +0000 2018	|	Sen Dianne Feinstein	|	476256944	|	999347673365917696	|	null	|	This administration’s lack of compassion could not be more clear: separating immigrant mothers from their children,… https://t.co/EUrydpKneY	|	$#%
13	|	Wed May 23 17:54:25 +0000 2018	|	Sen. John Barrasso	|	202206694	|	999347836796973058	|	null	|	Unemployment is at a 17-year low, jobless claims are at a 48-year low, and consumer confidence is at an 18-year hig… https://t.co/QgvxhHMgDG	|	$#%
14	|	Wed May 23 17:58:47 +0000 2018	|	David Perdue	|	2863210809	|	999348934895120390	|	null	|	Nothing better than a couple chili dogs &amp; an FO. Happy 90th anniversary, @TheVarsity1928. #whatllyahave https://t.co/uatzeYEvMo	|	$#%
15	|	Wed May 23 17:59:50 +0000 2018	|	Brian Schatz	|	47747074	|	999349199220170752	|	null	|	Is this really what you want to tweet to 42 million people? https://t.co/w2CQdIjsqh	|	$#%
16	|	Wed May 23 17:59:54 +0000 2018	|	Senator Jerry Moran	|	18632666	|	999349216542674944	|	18632666	|	6⃣ Too often veterans must return to the VA every time they need treatment stemming from the original purpose of se… https://t.co/eT6QFViU1D	|	$#%
