created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
Wed Feb 15 21:33:25 +0000 2017	|	Tom Udall	|	60828944	|	831979753267683329	|	null	|	.@SaveMyCareBus is in #NM today, sharing stories from New Mexicans who rely on #ACA for their health care—we must… https://t.co/3G6wRevE5C	|	$#%
Wed Feb 15 21:33:30 +0000 2017	|	Michael F. Bennet	|	224285242	|	831979776940314624	|	null	|	Jeanette Vizguerra is the face of the immigration crisis. We must work to keep families like hers together. →… https://t.co/P8KUHxaQbZ	|	$#%
Wed Feb 15 21:33:59 +0000 2017	|	Tom Udall	|	60828944	|	831979896041791492	|	null	|	.@SaveMyCareBus is in #NM today, sharing stories from New Mexicans who rely on #ACA for their health care. We must… https://t.co/FHvMOG2Ehp	|	$#%
Wed Feb 15 21:35:30 +0000 2017	|	Senator Ben Cardin	|	109071031	|	831980278772031495	|	null	|	Rep. Mulvaney on FOX News (April 2011): “We have to end Medicare as we know it.” He said he wants to raise the eligibility age #ImVotingNo	|	$#%
Wed Feb 15 21:35:40 +0000 2017	|	Senator Jim Risch	|	1096059529	|	831980319150596097	|	null	|	It's always a good day when the Idaho Potato Commission comes by. #DC #Idaho https://t.co/CL7H7SwNUq	|	$#%
Wed Feb 15 21:36:16 +0000 2017	|	Sheldon Whitehouse	|	242555999	|	831980470716006404	|	null	|	I hope now Pres. Trump will choose a Labor Secretary nominee who’s less an enemy to workers &amp; less of a voice for b… https://t.co/VCK4DTdMpX	|	$#%
Wed Feb 15 21:39:40 +0000 2017	|	Lindsey Graham	|	432895323	|	831981325506736129	|	null	|	Look forward to introducing David Friedman - nominee for US Ambassador to Israel - tomorrow before Senate Foreign Relations Committee.	|	$#%
Wed Feb 15 21:40:20 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	831981496407822336	|	null	|	It was great meeting NH companies working on @NASA’s Space Launch System. Thanks for all you do to build a stronger… https://t.co/fBSc0lc1GG	|	$#%
Wed Feb 15 21:40:35 +0000 2017	|	Senator Ben Cardin	|	109071031	|	831981556914855936	|	null	|	S&amp;P determined Oct 2013 govt shutdown cost $24 BILLION. Rep. Mulvaney believes shutting down the federal govt was "worth it" #ImVotingNo	|	$#%
Wed Feb 15 21:44:57 +0000 2017	|	Senator Mike Crapo	|	600463589	|	831982655814111232	|	null	|	I join @SenatorRisch congratulating Ms. Galaviz for receiving @NEAFoundation's Award for Teaching Excellence… https://t.co/1vzz88WCM1	|	$#%
Wed Feb 15 21:45:20 +0000 2017	|	Senator Tim Kaine	|	172858784	|	831982755059744768	|	null	|	Thanks to all who helped us shine a spotlight on the record of Andrew Puzder. Now let's find a Labor Secretary who supports working people!	|	$#%
Wed Feb 15 21:46:16 +0000 2017	|	Dean Heller	|	266133081	|	831982986711142407	|	null	|	Welcome back Israeli PM @Netanyahu. Looking forward to improving US-Israel relations with my Jerusalem embassy bill. https://t.co/XAXJaFM2WK	|	$#%
Wed Feb 15 21:47:01 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	831983176373387264	|	null	|	2014: States were able to get federal aid through #ACA #Medicaid expansion to cover more very low-income residents https://t.co/Eepm3TQElc	|	$#%
Wed Feb 15 21:48:22 +0000 2017	|	Senator John Hoeven	|	382791093	|	831983514526576643	|	null	|	Discussed with Chris Kratochvil from @NDDVA about how we can increase #NorthDakota veterans’ access to education an… https://t.co/mUGqDr8SoC	|	$#%
Wed Feb 15 21:49:45 +0000 2017	|	Bill Nelson	|	20597460	|	831983865870811141	|	null	|	Good news for Jacksonville! A new squadron of Navy drones – and 400 sailors – are heading to Mayport.	|	$#%
Wed Feb 15 21:50:17 +0000 2017	|	Senator Mazie Hirono	|	92186819	|	831984000185069568	|	null	|	Withdrawing Puzder's nom is a win for American workers, labor protections, and, well, basic common sense #SwampCabinet	|	$#%
Wed Feb 15 21:50:29 +0000 2017	|	Senator John Thune	|	296361085	|	831984051242283009	|	null	|	Joined @SenatorRounds in reintroducing a bill to strengthen military families’ right to self-protection. https://t.co/2bdDUXutfX	|	$#%
Wed Feb 15 21:50:34 +0000 2017	|	Senator Rand Paul	|	216881337	|	831984070942978049	|	null	|	I agree and today I joined the @freedomcaucus to discuss our conservative plan to #RepealAndReplace Obamacare with… https://t.co/VS5dUHD14E	|	$#%
Wed Feb 15 21:52:46 +0000 2017	|	Senator Roy Blunt	|	21269970	|	831984623957712897	|	null	|	Treating mental health like all other health will drive health care costs down. https://t.co/CjL0jRIQBy	|	$#%
Wed Feb 15 21:55:00 +0000 2017	|	Kamala Harris	|	30354991	|	831985185763770368	|	null	|	The more diverse a group of decision makers is, the more informed the decision will be. That’s why diversity on all levels of gov is key.	|	$#%
Wed Feb 15 21:57:19 +0000 2017	|	Sen. Susan Collins	|	19726613	|	831985768092549121	|	null	|	Portland, ME, scam victim gave thoughtful testimony @ Sen. Aging Committee hearing. Tragically, seniors lose $2.9 billion each year to fraud	|	$#%
Wed Feb 15 21:57:31 +0000 2017	|	Senator Mike Rounds	|	2955485182	|	831985817811828736	|	null	|	I'll be live on @KSOO1140 @ViewpointU today around 4:35 CT. Tune in! https://t.co/8D0YBJS3EF	|	$#%
Wed Feb 15 21:58:09 +0000 2017	|	Sen. Susan Collins	|	19726613	|	831985976591450115	|	null	|	Today, Sen. Aging Committee released 2017 Fraud Book to protect seniors and inform them about these scams. Read: https://t.co/6R8EJMC7L7	|	$#%
Wed Feb 15 21:58:55 +0000 2017	|	John McCain	|	19394188	|	831986171144179717	|	null	|	On the floor now speaking on my opposition to Mick Mulvaney's nomination as OMB Director - tune in: https://t.co/UI1pvyCMBE	|	$#%
Wed Feb 15 22:00:02 +0000 2017	|	Senator Chris Coons	|	15324851	|	831986454079365121	|	null	|	Speaking at rally to oppose Scott Pruitt as #EPA administrator at Upper Senate Park in 30 min. #RejectPruitt	|	$#%
Wed Feb 15 22:00:21 +0000 2017	|	Tom Cotton	|	968650362	|	831986531460067330	|	null	|	Thanks to Justin Likens and Guy Reinecke from the Association of Civilian Technicians out of Fort Smith for talking… https://t.co/4uLERGLCnk	|	$#%
Wed Feb 15 22:00:51 +0000 2017	|	Chris Murphy	|	150078976	|	831986659344392192	|	null	|	Sending combat troops into Syria would make the unforced errors of the first four weeks look like child's play. https://t.co/WEsVHlZao4	|	$#%
Wed Feb 15 22:01:00 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	831986697441120256	|	null	|	I signed the Presidential Tax Transparency Act because I think Americans deserve to know the facts about their president	|	$#%
Wed Feb 15 22:01:00 +0000 2017	|	Rob Portman	|	18915145	|	831986697411833856	|	null	|	I introduced a bipartisan bill w/ @SenatorShaheen today that will save energy, protect environment &amp; create #jobs:https://t.co/oWyeAVYk3i	|	$#%
Wed Feb 15 22:06:00 +0000 2017	|	Rob Portman	|	18915145	|	831987954381774848	|	null	|	Our bill would reduce our carbon emissions equivalent to taking 22 million cars off the road over the next 15 years: https://t.co/oWyeAVYk3i	|	$#%
Wed Feb 15 22:12:01 +0000 2017	|	Rob Portman	|	18915145	|	831989467606953984	|	null	|	It will also give our #Ohio workers a competitive advantage by making our plants more energy efficient: https://t.co/oWyeAVYk3i #jobs	|	$#%
Wed Feb 15 22:12:16 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	831989533000470528	|	null	|	Enjoyed skyping w/4th grade students at Beulah Elementary today about what it's like to be a U.S. Senator &amp; how I f… https://t.co/Gkfb9tBtdU	|	$#%
Wed Feb 15 22:13:55 +0000 2017	|	Senator Tom Carper	|	249787913	|	831989947443900419	|	null	|	Andy Puzder’s withdrawal is an opportunity for Trump to nominate a tried and true advocate for American workers https://t.co/2ZZwqyWq18	|	$#%
Wed Feb 15 22:17:26 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	831990830206431232	|	null	|	An amazing meeting with @sowisconsin athletes Cindy from Glendale and @DainaShilts from Neillsville! #SOHillDay https://t.co/SzICyaThfa	|	$#%
Wed Feb 15 22:17:32 +0000 2017	|	Senator John Thune	|	296361085	|	831990858547417088	|	null	|	Met w/ @sdsmt Pres. Heather Wilson, nominee for secretary of the @usairforce. She understands issues that are impor… https://t.co/oETaUiXMii	|	$#%
Wed Feb 15 22:18:45 +0000 2017	|	Senator John Boozman	|	5558312	|	831991160814104576	|	null	|	Bureaucrats should not be able to restrict 2nd Amendment rights of law-abiding seniors &amp; disabled Americans &gt;&gt;&gt; https://t.co/2KEM9k8LtR	|	$#%
Wed Feb 15 22:19:12 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	831991274156732418	|	1074518754	|	Wisconsin's @DainaShilts can shred with the best of them on the slopes. This is what @SpecialOlympics is all about! https://t.co/1kH9TcGe5C	|	$#%
Wed Feb 15 22:20:01 +0000 2017	|	Cory Gardner	|	235217558	|	831991479514042369	|	null	|	Proud to work with @RepJaredPolis and @RepTipton on this effort. https://t.co/Ebpd8tMGqn	|	$#%
Wed Feb 15 22:20:51 +0000 2017	|	Kirsten Gillibrand	|	72198806	|	831991691007647746	|	null	|	Puzder was the wrong choice for our workers. Keep fighting back—every voice matters. https://t.co/bT93wdVQkW	|	$#%
Wed Feb 15 22:21:23 +0000 2017	|	Chuck Schumer	|	17494010	|	831991826831831041	|	null	|	Called an emergency mtg earlier of @senatedems re: reports on Flynn, Russia, Trump campaign. More on our discussion: https://t.co/n9CUILbYdT	|	$#%
Wed Feb 15 22:21:47 +0000 2017	|	John McCain	|	19394188	|	831991925716688896	|	null	|	I'm opposing Rep. Mulvaney's nomination to be OMB Director because I support @POTUS's commitment to the military https://t.co/PI5sHQWSDg	|	$#%
Wed Feb 15 22:22:15 +0000 2017	|	JohnCornyn	|	13218102	|	831992043324989442	|	null	|	IRS won’t withhold tax refunds if Americans ignore ACA insurance requirement https://t.co/VsTMGg2WEp	|	$#%
Wed Feb 15 22:22:35 +0000 2017	|	Senator Mike Rounds	|	2955485182	|	831992127282348033	|	null	|	Pleased to join @SenJohnThune in introducing the Protect Our Military Families’ 2nd Amendment Rights Act today:… https://t.co/phMm2oadZR	|	$#%
Wed Feb 15 22:25:00 +0000 2017	|	Tim Scott	|	217543151	|	831992735301242880	|	null	|	Met with Judge Gorsuch this afternoon - I look forward to supporting his nomination throughout this process! Pic an… https://t.co/jzdWUfnXiR	|	$#%
Wed Feb 15 22:26:42 +0000 2017	|	Senator Patty Murray	|	293131808	|	831993165146099713	|	null	|	Highly troubled by #DACA arrest in WA. Urging top officials to explain this move ASAP &amp; what it means for families across this country. -PM	|	$#%
Wed Feb 15 22:27:37 +0000 2017	|	Chuck Schumer	|	17494010	|	831993393450479616	|	null	|	We need bipartisan investigations in Congress &amp; law enforcement must get to the bottom of what transpired btwn this admin &amp; Russia.	|	$#%
Wed Feb 15 22:28:01 +0000 2017	|	Rob Portman	|	18915145	|	831993492909891585	|	null	|	This bill is a win-win. It will protect out environment &amp; create #jobs without a single new tax or mandate:https://t.co/oWyeAVYk3i #Ohio	|	$#%
Wed Feb 15 22:30:26 +0000 2017	|	Mike Enzi	|	291756142	|	831994103080558592	|	null	|	Today I met with Susan Fessler of Lander who competes in @SpecOlymWY.  Way to go! https://t.co/CYbtsj4yRA	|	$#%
Wed Feb 15 22:31:59 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	831994493310234624	|	null	|	Joined senators on both sides of the aisle in backing robust, bipar. investigations into Russian interference in US… https://t.co/3DuCSSSQCx	|	$#%
Wed Feb 15 22:32:23 +0000 2017	|	Jerry Moran	|	18632666	|	831994591700217862	|	null	|	Joining the Blue Valley community in praying for Coach Driskell, his family, and his students. https://t.co/ELxSPRcJ5b	|	$#%
Wed Feb 15 22:32:50 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	831994706116616195	|	null	|	Called on AG Sessions to follow DOJ guidance &amp;recuse himself from law enforcement investigation into Russian influence and interference(2/2)	|	$#%
Wed Feb 15 22:35:08 +0000 2017	|	Chris Murphy	|	150078976	|	831995286918684672	|	null	|	Puzder is known for mocking labor laws &amp; exploiting workers. He had no business running @USDOL. We need a nominee who will fight for workers	|	$#%
Wed Feb 15 22:36:46 +0000 2017	|	JohnCornyn	|	13218102	|	831995695544598528	|	null	|	Defense Secretary Mattis issues new ultimatum to NATO allies on defense spending https://t.co/NZUQLSH6p9	|	$#%
Wed Feb 15 22:37:46 +0000 2017	|	Senator Gary Peters	|	236511574	|	831995948465270784	|	null	|	We need to know where companies’ workers are located before we can hold them accountable for outsourcing American j… https://t.co/n6XqZdDsWH	|	$#%
Wed Feb 15 22:37:40 +0000 2017	|	Senator Rand Paul	|	216881337	|	831995923563692032	|	null	|	We owe this to the conservatives around the country who elected us to #RepealandReplace  https://t.co/tIywmvk1ez	|	$#%
Wed Feb 15 22:38:16 +0000 2017	|	Chuck Schumer	|	17494010	|	831996075284246528	|	null	|	We’re also demanding that campaign &amp; transition officials be made available to testify in public, under oath on #Russia.	|	$#%
Wed Feb 15 22:38:51 +0000 2017	|	Chuck Schumer	|	17494010	|	831996219618635776	|	null	|	The gravity &amp; seriousness of this cannot be overstated. Our security is at risk; our rule of law is at risk. https://t.co/MXKRM7H8f0	|	$#%
Wed Feb 15 22:40:13 +0000 2017	|	Sen. Lisa Murkowski	|	18061669	|	831996565850042368	|	null	|	This has been a difficult process for Mr. Puzder and his family. I respect his decision to withdraw his nomination to be Labor Secretary.	|	$#%
Wed Feb 15 22:42:41 +0000 2017	|	Tim Scott	|	217543151	|	831997184274997248	|	null	|	Two of South Carolina’s best! https://t.co/rwH9pBIFLi	|	$#%
Wed Feb 15 22:43:39 +0000 2017	|	Elizabeth Warren	|	970207298	|	831997427066556420	|	null	|	Glad to meet with presidents &amp; trustees of MA community colleges to discuss ways the fed gov can support our school… https://t.co/X5ujjtsUCJ	|	$#%
Wed Feb 15 22:43:53 +0000 2017	|	Tom Cotton	|	968650362	|	831997485950320642	|	null	|	Thanks to representatives of School Based Health Centers in Arkansas for talking with me today. https://t.co/VuxfCCM6sn	|	$#%
Wed Feb 15 22:47:16 +0000 2017	|	Senator Thad Cochran	|	555474658	|	831998337968660483	|	null	|	Appreciated Mississippi Southern District Public Service Commissioner Sam Britton dropping by to meet with me today… https://t.co/Zr71Q8lPyC	|	$#%
Wed Feb 15 22:47:48 +0000 2017	|	Senator Tom Carper	|	249787913	|	831998472102539264	|	null	|	The Senate must #RejectPruitt until we know the whole truth about his ties to polluters as Oklahoma's Attorney Gene… https://t.co/2Y7YY8CTYX	|	$#%
Wed Feb 15 22:47:47 +0000 2017	|	Senator Bob Menendez	|	18695134	|	831998468692533249	|	null	|	Workers can breathe a little easier knowing Puzder won't be Labor Sec. but Trump MUST put forward someone who will… https://t.co/KMwfnKkCTY	|	$#%
Wed Feb 15 22:50:39 +0000 2017	|	ChuckGrassley	|	10615232	|	831999191668830208	|	null	|	Enjoyed mtg Angela from Grimes + hearing about her experience as a Special Olympics Iowa athlete. https://t.co/ndw6s6WjHh	|	$#%
Wed Feb 15 22:54:56 +0000 2017	|	Senator Jeff Merkley	|	29201047	|	832000267063291904	|	null	|	It was a grave mistake to nominate #Puzder in the first place. Our next @USDOL nominee must fight FOR fair labor st… https://t.co/vGdg7BhEo0	|	$#%
Wed Feb 15 22:56:35 +0000 2017	|	Senator Chris Coons	|	15324851	|	832000684757237761	|	null	|	Pruitt is the wrong #EPA administrator for our planet, for our children, and for our future. That's why I'm voting… https://t.co/WLhDqJhIfg	|	$#%
Wed Feb 15 22:58:07 +0000 2017	|	Senator Jim Risch	|	1096059529	|	832001067948834817	|	null	|	Joining Nate Shelman on @KBOI670 at 4:06pm MT / 6:06pm ET to discuss Russia/intelligence leaks. Tune in here: https://t.co/HDXKdWdkTi	|	$#%
Wed Feb 15 23:00:12 +0000 2017	|	Kamala Harris	|	30354991	|	832001592111071234	|	null	|	Transparency from oil and mining companies took a hit when Trump scrapped the Dodd-Frank rule on oil extraction.
https://t.co/uP6yOoS8mD	|	$#%
Wed Feb 15 23:04:29 +0000 2017	|	Senator Deb Fischer	|	1071402577	|	832002670856650752	|	null	|	Great first hearing of the @SenateCommerce Surface Transportation Subcommittee. Watch my opening statement: https://t.co/m0LVozbIpB	|	$#%
Wed Feb 15 23:06:10 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	832003094745640960	|	null	|	"This should never happen in America"
https://t.co/ktQqMlr3JM https://t.co/Nuo0DAnuXO	|	$#%
Wed Feb 15 23:06:14 +0000 2017	|	Ed Markey	|	21406834	|	832003110319046656	|	null	|	#OTD suffragette Susan B. Anthony was born in Adams, #MA. The march toward full equality continues https://t.co/H5i86jzlCI	|	$#%
Wed Feb 15 23:06:49 +0000 2017	|	Sen. James Lankford	|	225921757	|	832003261171453954	|	null	|	Great to meet w/ #NeilGorsuch today. Outstanding #SCOTUSnominee who understands &amp; respects the importance of the se… https://t.co/gcBDl6tC4j	|	$#%
Wed Feb 15 23:07:44 +0000 2017	|	Senator Gary Peters	|	236511574	|	832003491489017857	|	null	|	.@MLive: “Michigan Sens. Peters, Stabenow introduce bills to combat outsourcing” https://t.co/N6phBtaOeY	|	$#%
Wed Feb 15 23:08:03 +0000 2017	|	Sen. Susan Collins	|	19726613	|	832003569742143488	|	null	|	After careful consideration, I have decided to oppose the confirmation of Scott Pruitt for EPA Administrator https://t.co/QRuRtVua1X	|	$#%
Wed Feb 15 23:08:59 +0000 2017	|	Senator Joe Donnelly	|	216503958	|	832003804254109718	|	null	|	Joe's staff attended @IUPUI Chancellor’s Report to the Community to hear updates on the IUPUI community &amp; plans for… https://t.co/lPfmiNIGNo	|	$#%
Wed Feb 15 23:11:03 +0000 2017	|	Ed Markey	|	21406834	|	832004324469399556	|	null	|	We need a Dir. of OMB who will hear the concerns of all Americans, not promote dangerous fiscal ideology. #Mulvaney https://t.co/kjLG0YnIPn	|	$#%
Wed Feb 15 23:11:51 +0000 2017	|	Senator Chris Coons	|	15324851	|	832004524499939329	|	null	|	Joining w/@SenatorCollins @SteveDaines @RepTimRyan @RepTomReed @RepLipinski to introduce bipartisan, bicameral bill to support manufacturing	|	$#%
Wed Feb 15 23:14:37 +0000 2017	|	Senator John Hoeven	|	382791093	|	832005220301418498	|	null	|	Army Corps will be in ND by end of week to help clean up DAPL protest site. More: https://t.co/DhsvK1Mjhp	|	$#%
Wed Feb 15 23:15:06 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	832005344364597248	|	null	|	Met w/@CenturyLink to discuss its efforts to expand high-speed internet in ND &amp; reinforce importance of getting rur… https://t.co/VkzdTasofB	|	$#%
Wed Feb 15 23:15:11 +0000 2017	|	Senator John Thune	|	296361085	|	832005365214674944	|	null	|	Good catching up with members of the Great Plains Tribes in the Capitol earlier today. https://t.co/IJtUzsNYaX	|	$#%
Wed Feb 15 23:16:14 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832005627706822657	|	null	|	Welcome to Twitter, Senator Harris! https://t.co/xgqE799KCm	|	$#%
Wed Feb 15 23:27:01 +0000 2017	|	Senator Chris Coons	|	15324851	|	832008342641975298	|	null	|	Across many federal agencies, the U.S. government makes decisions every day that impact this important sector.	|	$#%
Wed Feb 15 23:27:28 +0000 2017	|	JohnCornyn	|	13218102	|	832008457511456769	|	null	|	Cornyn, praising NAFTA, makes the case for good trade relations with Mexico | https://t.co/pmil2rBMjQ https://t.co/9xhL7rSqY7	|	$#%
Wed Feb 15 23:28:18 +0000 2017	|	Amy Klobuchar	|	33537967	|	832008667474120704	|	null	|	Thanks to Special Olympics MN for visiting our office!! https://t.co/RNLQu8nrOL	|	$#%
Wed Feb 15 23:30:01 +0000 2017	|	Kirsten Gillibrand	|	72198806	|	832009098103312384	|	null	|	We all have power to make real change, and it's important to have a role to play regardless of where we hold it.	|	$#%
Wed Feb 15 23:30:08 +0000 2017	|	Senator Todd Young	|	234128524	|	832009128079933441	|	null	|	Human trafficking must be fought at every level of gov't w/ the help of private initiatives. Proud our state is lea… https://t.co/jcRP4Fdte5	|	$#%
Wed Feb 15 23:30:52 +0000 2017	|	Senator Chris Coons	|	15324851	|	832009309592641538	|	null	|	It's critical that we make sure federal efforts are effective, coordinated and informed by an overall strategy.	|	$#%
Wed Feb 15 23:31:30 +0000 2017	|	Senator Patty Murray	|	293131808	|	832009470880411648	|	null	|	Today, Murray spoke in opposition to Mulvaney for OMB Director: Would use budget to reshape our country in a way devastating to families.	|	$#%
Wed Feb 15 23:31:53 +0000 2017	|	Martin Heinrich	|	1099199839	|	832009567785594880	|	null	|	Proud to join @AWEA's Wind Works for America Rally! #iheartwind
https://t.co/75LOwjiTOt	|	$#%
Wed Feb 15 23:33:20 +0000 2017	|	Senator Chris Coons	|	15324851	|	832009930282528771	|	null	|	The Chief Manufacturing Officer Act will ensure federal policy is focused on helping manufacturers grow &amp; create jobs.	|	$#%
Wed Feb 15 23:34:33 +0000 2017	|	Senator Patty Murray	|	293131808	|	832010239574757376	|	293131808	|	His budget proposals would slash funding for education, investments in jobs &amp; training, support for children, &amp; basic medical research.	|	$#%
Wed Feb 15 23:38:01 +0000 2017	|	Mike Enzi	|	291756142	|	832011109334925313	|	null	|	.@SpecOlymWY athletes train hard to compete in a variety of  winter and summer sports. https://t.co/gRtarv2Eff	|	$#%
Wed Feb 15 23:38:14 +0000 2017	|	Martin Heinrich	|	1099199839	|	832011164758507520	|	null	|	Wind energy supports thousands of jobs in New Mexico and wind technician is the fastest growing job in the nation t… https://t.co/AqR5RTyNpM	|	$#%
Wed Feb 15 23:40:27 +0000 2017	|	Senator Bob Casey	|	171598736	|	832011722881921026	|	null	|	Joining @CleanAirMoms, @LCVoters, @SierraClub and others to oppose the nomination of Scott Pruitt https://t.co/uIvlmpqU8Y	|	$#%
Wed Feb 15 23:42:12 +0000 2017	|	Senator Patty Murray	|	293131808	|	832012161564147716	|	293131808	|	Would slash investments while giving more tax cuts to rich, &amp; proposed raising SS retirement age to 70, causing more to fall into poverty.	|	$#%
Wed Feb 15 23:43:31 +0000 2017	|	Sen. Jeanne Shaheen	|	109287731	|	832012495191732230	|	null	|	Appropriate that Gen. Flynn's security clearance has been suspended. He has a long list of egregious behavior: https://t.co/nhCtWKxrka	|	$#%
Wed Feb 15 23:45:41 +0000 2017	|	Senator Patty Murray	|	293131808	|	832013038907691008	|	293131808	|	Mulvaney's nomination is another example of #TrumpsBrokenPromises to stand with workers, seniors, and the middle class.	|	$#%
Wed Feb 15 23:47:29 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832013492651773952	|	null	|	Today I joined Sen. @ChuckGrassley in asking for briefing from FBI and DOJ on the resignation of Gen. Michael Flynn. https://t.co/qH7EcwMdvS	|	$#%
Wed Feb 15 23:50:39 +0000 2017	|	Senator Patty Murray	|	293131808	|	832014288135000068	|	293131808	|	He is one of most extreme members of Tea Party - it's clearer than ever how far Republicans have moved from days of bipartisan budget deal.	|	$#%
Wed Feb 15 23:53:48 +0000 2017	|	Senator Patty Murray	|	293131808	|	832015081214971904	|	293131808	|	I voted against Mulvaney in Committee for these reasons, &amp; I will again be opposing his nomination, &amp; urge my colleagues to do the same.	|	$#%
Wed Feb 15 23:58:31 +0000 2017	|	Bernie Sanders	|	29442313	|	832016270530924544	|	null	|	Donald Trump must learn that he is nominating a secretary of labor not a secretary of corporate America. https://t.co/RVPbbeu0JF	|	$#%
Wed Feb 15 23:58:38 +0000 2017	|	Steve Daines	|	11651202	|	832016299215695873	|	null	|	I'm at @TwitterDC talking about how technology provides folks the opportunity to work where they want to live. #Montana	|	$#%
Thu Feb 16 00:00:14 +0000 2017	|	Kamala Harris	|	30354991	|	832016703777361922	|	null	|	“I cannot escape the fact that I come to the Senate as a symbol of hope and change,” Carol Moseley Braun said short… https://t.co/a0SSqzd3cN	|	$#%
Thu Feb 16 00:02:54 +0000 2017	|	Senator Bob Corker	|	73303753	|	832017372278059008	|	null	|	We are at a turning point in the #enditmovement. My opening remarks at today’s hearing with @thorn's Ashton Kutcher: https://t.co/cCHahDv8E6	|	$#%
Thu Feb 16 00:03:40 +0000 2017	|	Senator Bob Corker	|	73303753	|	832017566491082753	|	null	|	I appreciate the innovation @thorn brings to the #enditmovement and their support of the #EndSlaveryAct. Read more: https://t.co/RHwT9PXM7C	|	$#%
Thu Feb 16 00:04:25 +0000 2017	|	Senator Jim Risch	|	1096059529	|	832017756082016256	|	null	|	Joining @OutFrontCNN in the next five minutes - tune in now.	|	$#%
Thu Feb 16 00:04:39 +0000 2017	|	Tom Cotton	|	968650362	|	832017813766279169	|	null	|	Earlier today I spoke on the Senate floor in opposition to the Border Adjustment Tax. WATCH: https://t.co/ebTUaBOlPG	|	$#%
Thu Feb 16 00:06:31 +0000 2017	|	Senator Patty Murray	|	293131808	|	832018283083743233	|	null	|	Welcome to @SenKamalaHarris’s new official Twitter account! https://t.co/ASXYvSC2NY	|	$#%
Thu Feb 16 00:07:44 +0000 2017	|	ChuckGrassley	|	10615232	|	832018590597386241	|	null	|	Former Senator Herb Kohl D fr Wisc was a regular patron of a restaurant I recently patronized.… https://t.co/O48gqAiqZT	|	$#%
Thu Feb 16 00:09:29 +0000 2017	|	Ron Wyden	|	250188760	|	832019030466768896	|	null	|	#Mulvaney wants to shred the #Medicare promise &amp; raise the retirement age to 70. Unacceptable for working Americans. https://t.co/MNXfpovU2L	|	$#%
Thu Feb 16 00:10:27 +0000 2017	|	Leader McConnell	|	1249982359	|	832019272536834048	|	null	|	My statement on Andy Puzder https://t.co/O9siy01xPr	|	$#%
Thu Feb 16 00:12:21 +0000 2017	|	Tom Cotton	|	968650362	|	832019749475323905	|	null	|	WATCH my Senate floor speech in support of OMB Director nominee Mick Mulvaney: https://t.co/niuKFjvmXA	|	$#%
Thu Feb 16 00:22:18 +0000 2017	|	Lindsey Graham	|	432895323	|	832022254263341056	|	null	|	South Carolinians take great pride in this accomplishment by @BMW workforce. Companies looking for a great place to… https://t.co/k3697okcvk	|	$#%
Thu Feb 16 00:23:16 +0000 2017	|	Mark Warner	|	7429102	|	832022496694136832	|	null	|	Proud to share #HiddenFigures &amp; promote #STEM for hundreds of NoVa young people tonight: being smart is cool. https://t.co/uhGr1Y3CMH	|	$#%
Thu Feb 16 00:24:33 +0000 2017	|	Senator Bob Corker	|	73303753	|	832022822914551809	|	null	|	I respect @AndyPuzder's decision and know he will continue to be an important voice on issues that impact American… https://t.co/o8zrbJSm8T	|	$#%
Thu Feb 16 00:31:11 +0000 2017	|	Senator John Hoeven	|	382791093	|	832024489198288896	|	null	|	#NDUAS continues at cutting edge of UAS develpmt. @XcelEnergyND now partnering with FAA to fly UAS aircraft #BVLOS to inspect ND power lines	|	$#%
Thu Feb 16 00:32:15 +0000 2017	|	Senator Gary Peters	|	236511574	|	832024760162910208	|	null	|	Highlight of my day is opportunity to congratulate MI high school students accepted to one of our Service Academies… https://t.co/ICEoxy5gJe	|	$#%
Thu Feb 16 00:32:25 +0000 2017	|	Shelley Moore Capito	|	193794406	|	832024802374324225	|	null	|	Great to see #WV @MineWorkers &amp; discuss protecting the healthcare benefits of retired coal miners:… https://t.co/kddwiOwzFk	|	$#%
Thu Feb 16 00:34:33 +0000 2017	|	Tom Udall	|	60828944	|	832025338985213952	|	null	|	I’m concerned Rep Mulvaney would push his dangerous ideology at OMB at the expense of #NM's economy, jobs &amp; working… https://t.co/iDG4vK7o0z	|	$#%
Thu Feb 16 00:34:36 +0000 2017	|	Elizabeth Warren	|	970207298	|	832025348502065153	|	null	|	My friend &amp; colleague @SenKamalaHarris has a new Senate twitter account! Follow her now to join our fight. https://t.co/Wvi2g4rG1s	|	$#%
Thu Feb 16 00:40:01 +0000 2017	|	Mike Enzi	|	291756142	|	832026713878122496	|	null	|	If you are a rising high school junior or senior this summer &amp; would like to live in DC. apply to be a Senate Page.… https://t.co/16reecbFp5	|	$#%
