created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
Fri Feb 17 16:00:22 +0000 2017	|	Elizabeth Warren	|	970207298	|	832620715685924864	|	970207298	|	Every R who opposes extending debate today is responsible for whatever it turns out is in Pruitt's emails next week. Make the right choice.	|	$#%
Fri Feb 17 16:00:41 +0000 2017	|	Cory Booker	|	15808765	|	832620795327180801	|	null	|	Harrison, you're so right. We ALL need clean water, clean air, public lands. That's why I'm voting NO on Scott Prui… https://t.co/Cke3jhqMXJ	|	$#%
Fri Feb 17 16:01:00 +0000 2017	|	Kamala Harris	|	30354991	|	832620876495519745	|	null	|	I’m wholeheartedly opposed to the nomination of Pruitt to the @EPA. It is clear he will not work to protect our air, water &amp; land.	|	$#%
Fri Feb 17 16:01:51 +0000 2017	|	Senator Bob Casey	|	171598736	|	832621087326285825	|	null	|	I remember a time when "emails" were at top of @SenateGOP. agenda. When it comes to Americans learning more about Scott Pruitt, not so much	|	$#%
Fri Feb 17 16:02:49 +0000 2017	|	Tom Udall	|	60828944	|	832621333330681856	|	60828944	|	#PollutingPruitt vote should be delayed until the Senate has time to review 1000s of new emails between his AG office &amp; fossil fuel industry	|	$#%
Fri Feb 17 16:07:15 +0000 2017	|	Senator Ben Cardin	|	109071031	|	832622445496516608	|	null	|	I just introduced a bill to ban religious, racial and discriminatory profiling by law enforcement. #EndProfiling https://t.co/82THtpCvCb	|	$#%
Fri Feb 17 16:09:34 +0000 2017	|	Senator Ben Cardin	|	109071031	|	832623030912167936	|	null	|	Given the recent #executiveorders targeting Muslim immigrants, the need to federally ban and #EndProfiling is greater than ever.	|	$#%
Fri Feb 17 16:10:01 +0000 2017	|	Mike Enzi	|	291756142	|	832623143919374343	|	null	|	Stop by the UW Career and Internship Fair in Laramie to learn about internship opportunities in my D.C. office.… https://t.co/itINOUSZ1e	|	$#%
Fri Feb 17 16:12:04 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	832623658816335872	|	null	|	History teaches what hateful policy looks like. We won't let it happen again. Calling again on POTUS to stop #MuslimBan @AmnestyUSA @KitBTV	|	$#%
Fri Feb 17 16:14:31 +0000 2017	|	Senator Ben Cardin	|	109071031	|	832624275509088257	|	null	|	My bill to #EndProfiling, S.411, acknowledges profiling is a waste of resources &amp; foments mistrust in communities that could help officials.	|	$#%
Fri Feb 17 16:15:01 +0000 2017	|	Ed Markey	|	21406834	|	832624403590455296	|	null	|	Tell @SenateGOP to delay vote on #pollutingPruitt until Senate &amp; public have reviewed his emails w/ oil industry https://t.co/P6VGK4rwbq	|	$#%
Fri Feb 17 16:15:19 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	832624476273586176	|	null	|	Racial, religious &amp; other discriminatory profiling wastes police resources &amp; erodes community trust #EndProfiling https://t.co/PXw6y32x9a	|	$#%
Fri Feb 17 16:16:10 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	832624691114283008	|	null	|	Religious-based travel bans perpetuate discriminatory profiling and divert officials from tracking real threats #EndProfiling #NoMuslimBan	|	$#%
Fri Feb 17 16:17:50 +0000 2017	|	Martin Heinrich	|	1099199839	|	832625109437276167	|	null	|	Headed to Senate floor to speak against #Pruitt. We need @EPA to protect land, air, &amp; water. Watch live here: https://t.co/HEuNvO5rfc	|	$#%
Fri Feb 17 16:19:47 +0000 2017	|	Bill Cassidy	|	55677432	|	832625602725154816	|	null	|	Good luck to @LSUbaseball tonight as they go head to head with Air Force in their season opener. #GEAUXTIGERS! https://t.co/6q4I8aefu2	|	$#%
Fri Feb 17 16:21:04 +0000 2017	|	Rob Portman	|	18915145	|	832625925640433664	|	null	|	Students who have faced homelessness should not have to choose between stable housing &amp; going to school full-time: https://t.co/Mm1gLg375m	|	$#%
Fri Feb 17 16:22:33 +0000 2017	|	Senator Rand Paul	|	216881337	|	832626298870591488	|	null	|	It's time we repeal and replace Obamacare with healthcare freedom. https://t.co/k5p8O6EkIt	|	$#%
Fri Feb 17 16:22:47 +0000 2017	|	Chris Van Hollen	|	18137749	|	832626358421426176	|	null	|	Pruitt tried to stop Chesapeake cleanup &amp; GOP is rushing his confirmation before public can see his emails. I'm a NO https://t.co/7uHn3LV1zv	|	$#%
Fri Feb 17 16:23:00 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	832626412007804929	|	null	|	.@POTUS' pick for @EPA Administrator denies the impact of global #climatechange. I cannot and will not vote for him. #PollutingPruitt	|	$#%
Fri Feb 17 16:25:08 +0000 2017	|	John McCain	|	19394188	|	832626948476067845	|	null	|	I'll be speaking @MunSecConf shortly on the many challenges facing the United States &amp; Europe - tune-in to the live… https://t.co/1IaRPEKj3e	|	$#%
Fri Feb 17 16:28:21 +0000 2017	|	Sen. James Lankford	|	225921757	|	832627756475092992	|	null	|	#ScottPruitt has fought for states to be in the driver’s seat. At EPA he will push states to make the best decision… https://t.co/wN77Vsncck	|	$#%
Fri Feb 17 16:29:20 +0000 2017	|	Bernie Sanders	|	29442313	|	832628006652932097	|	null	|	Don't let Republicans tell you that we need to cut Social Security. What we really need to do is expand it. https://t.co/6l8cUOqAvX	|	$#%
Fri Feb 17 16:29:34 +0000 2017	|	Senator Tom Carper	|	249787913	|	832628061812072448	|	null	|	If the shoe were on the other foot, moving forward on this nomination would be unthinkable. #PostponePruitt https://t.co/m1AYndqUqx	|	$#%
Fri Feb 17 16:29:49 +0000 2017	|	Senator Ben Cardin	|	109071031	|	832628124558913536	|	null	|	I've introduced S.411 to #EndProfiling because it doesn't help law enforcement keep us safe. It only erodes communi… https://t.co/2hW55X14Hz	|	$#%
Fri Feb 17 16:30:14 +0000 2017	|	Tom Cotton	|	968650362	|	832628229290668032	|	null	|	Yesterday I introduced the Intermediate-Range Forces Treaty (INF) Preservation Act. More: https://t.co/RXskXt4rcd	|	$#%
Fri Feb 17 16:32:01 +0000 2017	|	Rob Portman	|	18915145	|	832628679326986240	|	null	|	My bipartisan bill w/@SenFranken will give low-income students access to affordable housing while they attend school:https://t.co/Mm1gLgkItW	|	$#%
Fri Feb 17 16:36:49 +0000 2017	|	Senator Bob Casey	|	171598736	|	832629887374675968	|	null	|	I'm not exactly sure of the difference between points &amp; goals but 1,000 seems like a lot. Congrats to Sidney Crosby
https://t.co/snZIg2zaVd	|	$#%
Fri Feb 17 16:37:02 +0000 2017	|	Kamala Harris	|	30354991	|	832629942084988928	|	null	|	Make no mistake: a #MuslimBan runs counter to our nation’s ideals and threatens our public safety and security. https://t.co/cHRsJWTmIQ	|	$#%
Fri Feb 17 16:39:20 +0000 2017	|	Senator Ben Cardin	|	109071031	|	832630523335995393	|	null	|	It's time to #EndProfiling because religious-based travel bans are amoral, unAmerican, and distract officials from… https://t.co/eq4YMElzhl	|	$#%
Fri Feb 17 16:39:49 +0000 2017	|	Kirsten Gillibrand	|	72198806	|	832630642718470144	|	null	|	That the Trump admin would even consider a plan like this is outrageous and antithetical to our values. https://t.co/1kOoGJGhLr	|	$#%
Fri Feb 17 16:40:00 +0000 2017	|	Shelley Moore Capito	|	193794406	|	832630689921052672	|	null	|	My condolences to the family of Congressman Bob Michel. He was a kind man, a great leader and a friend to our family.	|	$#%
Fri Feb 17 16:40:31 +0000 2017	|	Senator Ben Cardin	|	109071031	|	832630820451950594	|	null	|	It's time to #EndProfiling because race-related events in #Baltimore and across the U.S. reveal a need to take fede… https://t.co/eeAZHmo1QA	|	$#%
Fri Feb 17 16:40:46 +0000 2017	|	Kirsten Gillibrand	|	72198806	|	832630881990897665	|	72198806	|	To use a military force to break up families is unconscionable. https://t.co/1kOoGJGhLr	|	$#%
Fri Feb 17 16:40:53 +0000 2017	|	Tom Udall	|	60828944	|	832630909455044611	|	null	|	Spoke w/ San Ildefonso Pueblo Governor Mountain &amp; Councilman Martinez in the Capitol &amp; promised to keep fighting fo… https://t.co/qnEgohtB3l	|	$#%
Fri Feb 17 16:42:24 +0000 2017	|	Senator John Boozman	|	5558312	|	832631295058513920	|	null	|	It's a great day for baseball. Good luck Diamond Hogs &amp; @VanHornHogs! #WPS https://t.co/0HWM9Ea6o9	|	$#%
Fri Feb 17 16:44:33 +0000 2017	|	Ed Markey	|	21406834	|	832631834756411392	|	null	|	.@SenateGOP, don't deny the Senate and the public the right to review #Pruitt's emails w/ fossil fuel industry.… https://t.co/aGGoyCi6wh	|	$#%
Fri Feb 17 16:45:01 +0000 2017	|	Rob Portman	|	18915145	|	832631951903166464	|	null	|	We should ensure that our kids are able to graduate, pursue their dreams, &amp; achieve their God-given potential: https://t.co/Mm1gLg375m	|	$#%
Fri Feb 17 16:45:18 +0000 2017	|	Senator Ben Cardin	|	109071031	|	832632024309522432	|	null	|	In this country, no one should be stopped, arrested, detained or banned due to the way they look or pray. Period.… https://t.co/lLULKhsTQB	|	$#%
Fri Feb 17 16:46:32 +0000 2017	|	Senator Bob Corker	|	73303753	|	832632333714862080	|	null	|	Discussed a number of issues important to our two countries with Ukrainian Foreign Minister @PavloKlimkin earlier t… https://t.co/eD6euVdMVy	|	$#%
Fri Feb 17 16:47:29 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832632574061076481	|	null	|	Confirming Scott Pruitt as EPA administrator would be an affront to the ideal that a healthy environment is the right of every American.	|	$#%
Fri Feb 17 16:51:52 +0000 2017	|	Senator Mazie Hirono	|	92186819	|	832633675288162304	|	null	|	Every time our country has discriminated based on race or religion, we have been very deeply wrong. #EndProfiling #NoBanNoWallNoRaids	|	$#%
Fri Feb 17 16:51:51 +0000 2017	|	Senator Jon Tester	|	515822213	|	832633670284382208	|	null	|	I reintroduced my Stopping Mass Hacking Act, which reins in the gov's ability to spy on law-abiding citizens #mtpol… https://t.co/2gAcPyPyvc	|	$#%
Fri Feb 17 16:54:01 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	832634214919110656	|	null	|	Scott #Pruitt must recuse himself from all lawsuits he has brought against the EPA to weaken #CleanAir &amp; #CleanWater protection rules	|	$#%
Fri Feb 17 16:56:57 +0000 2017	|	Chris Van Hollen	|	18137749	|	832634954047565825	|	null	|	Racial &amp; religious profiling are ineffective &amp; betray our core values. Proud to join @SenatorCardin to intro legislation to #EndProfiling.	|	$#%
Fri Feb 17 16:58:34 +0000 2017	|	Sherrod Brown	|	43910797	|	832635360727400448	|	null	|	Proud to cosponsor the End Racial and Religious Profiling Act. #EndProfiling https://t.co/A4xTbUKh0H	|	$#%
Fri Feb 17 16:59:43 +0000 2017	|	Dean Heller	|	266133081	|	832635651908575236	|	null	|	Recently re-introduced legislation to help #Pershing promote conservation, economic development &amp; defend outdoorsmen https://t.co/4AmyZassY1	|	$#%
Fri Feb 17 17:01:01 +0000 2017	|	Rob Portman	|	18915145	|	832635977386557440	|	null	|	Bob Michel was my friend, a tireless leader &amp; I was honored to serve w/ him in the House. He always put the country first.	|	$#%
Fri Feb 17 17:01:41 +0000 2017	|	Senator Dick Durbin	|	247334603	|	832636146140090368	|	null	|	Proud to join this effort—law enforcement actions based on discriminatory profiling have no place in America… https://t.co/mmsgpJ98E4	|	$#%
Fri Feb 17 17:05:16 +0000 2017	|	Leader McConnell	|	1249982359	|	832637049517776897	|	null	|	#Senate Democrats have unnecessarily slowed down the Cabinet confirmation process, but it hasn’t &amp; won’t change the outcome of the election	|	$#%
Fri Feb 17 17:05:50 +0000 2017	|	Senator John Hoeven	|	382791093	|	832637189175472129	|	null	|	Pleased to introduce bill earlier this week with @amyklobuchar to improve @nctrail: https://t.co/eggVtFdiYZ https://t.co/3vcsjqaZRS	|	$#%
Fri Feb 17 17:09:58 +0000 2017	|	Senator Bob Menendez	|	18695134	|	832638229954260993	|	null	|	Pruitt cares more about protecting Big Oil than protecting our planet.  #PostponePruitt until we see his emails w/… https://t.co/H3P3cmynnz	|	$#%
Fri Feb 17 17:11:39 +0000 2017	|	Leader McConnell	|	1249982359	|	832638652240891904	|	null	|	Confirming well-qualified Cabinet nominees is what’s best for our country. Shouldn't #Senate Democrats want that too?	|	$#%
Fri Feb 17 17:15:10 +0000 2017	|	Tom Cotton	|	968650362	|	832639540200407040	|	null	|	WATCH my Senate floor speech on the skyrocketing cost of drugs from yesterday: https://t.co/kKdZ87SSME	|	$#%
Fri Feb 17 17:16:56 +0000 2017	|	John McCain	|	19394188	|	832639984096063492	|	null	|	In these dangerous times, you should not count America out &amp; we should not count each other out- remarks at #MSC2017 https://t.co/fEAJNbTogN	|	$#%
Fri Feb 17 17:26:12 +0000 2017	|	Senator Gary Peters	|	236511574	|	832642315189489664	|	null	|	Overwhelming number of scientists agree climate change is a scientific fact! The EPA Administrator should know that… https://t.co/8j35nEuqG4	|	$#%
Fri Feb 17 17:26:36 +0000 2017	|	Senator Tim Kaine	|	172858784	|	832642414422560770	|	null	|	Proud to work w/@MarkWarner on a bill to ease undue burdens on rural hospitals providing care to Virginians: https://t.co/5PooI4cpEe	|	$#%
Fri Feb 17 17:27:29 +0000 2017	|	Chris Murphy	|	150078976	|	832642639635816448	|	null	|	We still don't have all the info we need on #Pruitt including thousands of his emails to/from oil companies he'd be charged with regulating	|	$#%
Fri Feb 17 17:28:12 +0000 2017	|	Martin Heinrich	|	1099199839	|	832642818321453063	|	null	|	We should not vote on #Pruitt until every Senator can review these emails.  https://t.co/7NUO1ap1w7	|	$#%
Fri Feb 17 17:29:08 +0000 2017	|	Senator Tom Carper	|	249787913	|	832643055475781632	|	null	|	My colleagues are making a mistake to move this nomination forward without reviewing these documents #PostponePruitt https://t.co/QUmsdzBrTf	|	$#%
Fri Feb 17 17:31:01 +0000 2017	|	Sen. Lamar Alexander	|	76649729	|	832643526202707968	|	null	|	Sen. Alexander: Humana announcement could leave 40,000 Knoxville residents w/ zero health exchange options for 2018 https://t.co/Y8Zt3b40jK	|	$#%
Fri Feb 17 17:37:01 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	832645036407980033	|	null	|	We can't turn our back on the progress we have made on clean air, clean water &amp; protecting our environment. We can't confirm Pruitt for @EPA	|	$#%
Fri Feb 17 17:38:06 +0000 2017	|	Sherrod Brown	|	43910797	|	832645310618873858	|	null	|	Pollution hurts everything from our children's health to our small businesses. With #Pruitt at the EPA, we'd lose t… https://t.co/f6F2dV4j1i	|	$#%
Fri Feb 17 17:43:32 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832646679174148101	|	null	|	(1/3) @WashingtonPost is right: EB-5 visa program is scandal-ridden &amp; ineffective. Congress should end the program. https://t.co/YjvUM7ljhr	|	$#%
Fri Feb 17 17:44:01 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832646800997638145	|	476256944	|	(2/3) EB-5 allows wealthy investors to buy citizenship while millions wait in line for a visa. That’s not a fair system.	|	$#%
Fri Feb 17 17:44:06 +0000 2017	|	John McCain	|	19394188	|	832646819817672704	|	null	|	I am a proud, unapologetic believer in the West &amp; I believe we must always stand up for it https://t.co/uQX3i7SUat https://t.co/mY7x4a2Nel	|	$#%
Fri Feb 17 17:45:09 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832647086457827328	|	476256944	|	(3/3) My bill with Sen. @ChuckGrassley would abolish EB-5. It’s inherently flawed &amp; does little to help our economy. https://t.co/dwEKz9L0tX	|	$#%
Fri Feb 17 17:46:02 +0000 2017	|	Senator Roy Blunt	|	21269970	|	832647307074035713	|	null	|	Senate Democrats continue to set new records w/ the time it takes to confirm the presidents’ well-qualified cabinet… https://t.co/GB79zRe7fc	|	$#%
Fri Feb 17 17:46:34 +0000 2017	|	Senator Dick Durbin	|	247334603	|	832647441425977345	|	null	|	.@AP report isn't a bizarre tweet—it's an assault on innocent people &amp; we must stand against #MassDeportation plans… https://t.co/ojjnRNlUJ2	|	$#%
Fri Feb 17 17:46:49 +0000 2017	|	Martin Heinrich	|	1099199839	|	832647502234939393	|	null	|	I invite #ORShow to join us in NM as we work to stand firm against efforts to seize #publiclands.… https://t.co/1M0Z0bSD0Q	|	$#%
Fri Feb 17 17:47:21 +0000 2017	|	Mark Warner	|	7429102	|	832647637987831808	|	null	|	Scott Pruitt has spent his career dismantling environmental laws &amp; would be a disaster to @EPA &amp; Virginia. https://t.co/wf7LkY06wH	|	$#%
Fri Feb 17 17:50:01 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	832648308938113024	|	null	|	WA was a trailblazer in recognizing marriage #equality &amp; same sex couples deserve equal treatment under the law https://t.co/RLHtlNKDzC	|	$#%
Fri Feb 17 17:49:57 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	832648290965475329	|	null	|	Why I will vote NO on the #Pruitt nomination for #EPA -- https://t.co/ebE4WLL8VL	|	$#%
Fri Feb 17 17:59:38 +0000 2017	|	Senator Bob Menendez	|	18695134	|	832650727583543296	|	null	|	Pruitt would rather protect polluters than the environment. He's the opposite of who should lead the EPA… https://t.co/7Gs73vehwe	|	$#%
Fri Feb 17 18:00:04 +0000 2017	|	Senator Jeff Merkley	|	29201047	|	832650838577385472	|	null	|	Ten thousand people die from the pollution from coal plants in the US every year. #ActOnClimate #TodaysClimateFact https://t.co/aW3iBeSS58	|	$#%
Fri Feb 17 18:04:46 +0000 2017	|	Tom Udall	|	60828944	|	832652023317164032	|	null	|	.@MartinHeinrch and I introduced a bill to designate wilderness within #RioGrandedelNorte &amp; #OMDP4NM… https://t.co/vlshYkP2Uy	|	$#%
Fri Feb 17 18:08:21 +0000 2017	|	Tom Udall	|	60828944	|	832652923892961285	|	60828944	|	#RioGrandedelNorte &amp; #OMDP4NM are rich w/culture &amp; history &amp; a boon to #NM's rec economy. We must keep them protect… https://t.co/BkvQ9N4kT5	|	$#%
Fri Feb 17 18:12:25 +0000 2017	|	Chuck Schumer	|	17494010	|	832653947642843136	|	null	|	My heart is with #Pakistan after the repugnant terror attack on peaceful, worshiping families. We stand with you.
 https://t.co/w3QoyoR7yw	|	$#%
Fri Feb 17 18:13:15 +0000 2017	|	Senator Tom Carper	|	249787913	|	832654154761793536	|	null	|	A wise man once said, "the time is always right to do what is right." It's not too late for my colleagues to do rig… https://t.co/I1cMYwSIcK	|	$#%
Fri Feb 17 18:17:30 +0000 2017	|	Leader McConnell	|	1249982359	|	832655226641330180	|	null	|	.@ScottPruittOK was confirmed by the #Senate to lead @EPA. He will respect the rule of law &amp; the rights of state and local governments.	|	$#%
Fri Feb 17 18:19:24 +0000 2017	|	Sen. Jeanne Shaheen	|	109287731	|	832655704469016577	|	null	|	Just voted NO on Scott Pruitt's nomination to serve as EPA administrator	|	$#%
Fri Feb 17 18:19:52 +0000 2017	|	Dean Heller	|	266133081	|	832655823411220482	|	null	|	Teamed up w/ @amyklobuchar to pass bills helping women with opportunities in #science, #tech, #engineering, &amp; #math. https://t.co/uRK3Tuda15	|	$#%
Fri Feb 17 18:20:05 +0000 2017	|	Senator Joe Donnelly	|	216503958	|	832655877538603008	|	null	|	WATCH: Joe spoke earlier on @SenateFloor about why he does not support Scott Pruitt to lead the EPA. https://t.co/3QoPzW6cLR	|	$#%
Fri Feb 17 18:22:25 +0000 2017	|	Michael F. Bennet	|	224285242	|	832656463805956096	|	null	|	Voted no on Scott Pruitt's nomination for @EPA because we can't afford to ignore the science on climate change.… https://t.co/OQYcEpAwc5	|	$#%
Fri Feb 17 18:23:06 +0000 2017	|	Sen. James Lankford	|	225921757	|	832656637273874432	|	null	|	Congratulations to our newly confirmed EPA Administrator, @ScottPruittOK. Very well deserved--I know you'll lead well.	|	$#%
Fri Feb 17 18:28:08 +0000 2017	|	Senator Deb Fischer	|	1071402577	|	832657902020202497	|	null	|	#Senate just voted to confirm Scott Pruitt as EPA administrator. My full statement: https://t.co/KpSfSTi5JN	|	$#%
Fri Feb 17 18:31:44 +0000 2017	|	Senator John Boozman	|	5558312	|	832658809914957824	|	null	|	Scott Pruitt is the leader we need to rein in @EPA overreach of last 8 years. Pleased to support his confirmation https://t.co/PB6U9svi8G	|	$#%
Fri Feb 17 18:32:07 +0000 2017	|	Kamala Harris	|	30354991	|	832658906060972034	|	null	|	Pruitt has dedicated his career to undermining the EPA — therefore I voted NO. No matter what, I will continue to f… https://t.co/2sxtoyxrLW	|	$#%
Fri Feb 17 18:32:27 +0000 2017	|	Jim Inhofe	|	7270292	|	832658987778576384	|	null	|	I am pleased that the Senate has voted to #confirmpruitt - read my full statement here: https://t.co/ZPLASOSGbL https://t.co/RDUZ3DFgE6	|	$#%
Fri Feb 17 18:32:49 +0000 2017	|	Sen. Maggie Hassan	|	946549322	|	832659081303240706	|	null	|	For the health of our environment &amp; our people I just voted NO on Scott Pruitt’s nomination to lead the @EPA https://t.co/mzcG1xgiBy	|	$#%
Fri Feb 17 18:33:42 +0000 2017	|	Senator Bob Menendez	|	18695134	|	832659301856538625	|	null	|	Corte controlada X Maduro ratifica cargos falsos contra @leopoldolopez. Castigo  a su esposa X abogar X la democrac… https://t.co/ufFi3oiZ5J	|	$#%
Fri Feb 17 18:41:07 +0000 2017	|	Senator Bob Menendez	|	18695134	|	832661170511175681	|	null	|	Monkey court doubles down on trumped up charges for Venezuela’s Leopoldo Lopez to punish his wife for advocating fo… https://t.co/1E0As2bXZT	|	$#%
Fri Feb 17 18:43:42 +0000 2017	|	Shelley Moore Capito	|	193794406	|	832661818044669954	|	null	|	My statement on @AGScottPruitt's confirmation as @EPA administrator: https://t.co/MhxUlnG8js https://t.co/W2wDGo3pZJ	|	$#%
Fri Feb 17 18:44:12 +0000 2017	|	Senator John Thune	|	296361085	|	832661943538315264	|	null	|	My ag subcommittee slots approved today: Commodities, Livestock, and Rural Dev. Will position me well as we write the 2018 farm bill.	|	$#%
Fri Feb 17 18:45:11 +0000 2017	|	Tom Cotton	|	968650362	|	832662190645710848	|	null	|	Don’t miss this week’s newsletter! Sign up here: https://t.co/oWpNNBLp0T	|	$#%
Fri Feb 17 18:47:26 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832662759443554305	|	null	|	(1/3) Republicans should not have forced through the confirmation of Scott Pruitt. My statement: https://t.co/C1Df9ymonb	|	$#%
Fri Feb 17 18:48:27 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832663015812001792	|	476256944	|	(2/3) Senate’s job is to vet cabinet nominees—that includes thorough review of thousands of emails between Pruitt and fossil fuel companies.	|	$#%
Fri Feb 17 18:49:25 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832663257441644544	|	476256944	|	(3/3) I voted “No” on Scott Pruitt for EPA. I hope Sen. McConnell will rethink his approach to rushing cabinet nominees in the future.	|	$#%
Fri Feb 17 18:49:51 +0000 2017	|	Richard Blumenthal	|	278124059	|	832663367907020801	|	null	|	Now that #Pruitt has unfortunately been confirmed, I will fight to hold him accountable despite unacceptable&amp;hostile policies on environment	|	$#%
Fri Feb 17 18:51:56 +0000 2017	|	David Perdue	|	2863210809	|	832663892811771904	|	null	|	Working in #Senate @ 2:00 AM doesn't make for a good night's rest - necessary to ensure @POTUS' nominees get confir… https://t.co/XlBcqLy3c4	|	$#%
Fri Feb 17 18:57:01 +0000 2017	|	Senator Roy Blunt	|	21269970	|	832665169188777984	|	null	|	We shouldn’t let unnecessary red tape prevent kids w/complex medical conditions from getting the treatment they need https://t.co/tT8SOoPczO	|	$#%
Fri Feb 17 19:00:18 +0000 2017	|	Kamala Harris	|	30354991	|	832665997110710274	|	null	|	The lack of diversity in this photo is unfortunately no longer astounding. We must do better. https://t.co/3oIMSAn6CG	|	$#%
Fri Feb 17 19:01:42 +0000 2017	|	Sherrod Brown	|	43910797	|	832666349230968835	|	null	|	75 yrs ago, Japanese-Americans were interned in camps, a shameful reminder of discrimination's power. Moved by the… https://t.co/uj1o9SrmJn	|	$#%
Fri Feb 17 19:04:59 +0000 2017	|	Ron Wyden	|	250188760	|	832667174284046336	|	null	|	Another confirmation before all the facts are in. This is a disservice to the American people. #adviseandconsent #notarubberstamp #Pruitt	|	$#%
Fri Feb 17 19:05:39 +0000 2017	|	Richard Blumenthal	|	278124059	|	832667342014279680	|	null	|	Discriminatory profiling like #MuslimBan is not just contrary to our core values—it is also downright ineffective #EndProfiling	|	$#%
Fri Feb 17 19:06:31 +0000 2017	|	Senator Rand Paul	|	216881337	|	832667559832924160	|	null	|	Congratulations to @AGScottPruitt on his EPA confirmation. https://t.co/DmKPw2VQbw	|	$#%
Fri Feb 17 19:07:39 +0000 2017	|	David Perdue	|	2863210809	|	832667847205679109	|	null	|	Look forward to working w/ @ScottPruittOK to return sanity to #EPA. #gapol https://t.co/7WZgYDIXQz	|	$#%
Fri Feb 17 19:09:26 +0000 2017	|	Richard Blumenthal	|	278124059	|	832668295228596226	|	null	|	Discriminatory profiling like #MuslimBan is ineffective&amp;waste of law enforcement resources #EndProfiling	|	$#%
Fri Feb 17 19:09:40 +0000 2017	|	Ron Wyden	|	250188760	|	832668353584054272	|	250188760	|	I am staunchly against a #PolluttingPruitt-led EPA.	|	$#%
Fri Feb 17 19:12:44 +0000 2017	|	Richard Blumenthal	|	278124059	|	832669124878757888	|	null	|	Joined &lt; two dozen colleagues in introducing bill to ban religious, racial&amp;discriminatory profiling like #MuslimBan #EndProfiling	|	$#%
Fri Feb 17 19:14:13 +0000 2017	|	Ron Wyden	|	250188760	|	832669499996389376	|	250188760	|	I will fight to hold #Pruitt accountable &amp; do everything we can to stop him from selling our clean air &amp; water to t… https://t.co/ohMT6vT1Ep	|	$#%
Fri Feb 17 19:15:19 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	832669777634025472	|	null	|	Voted for Pruitt to lead @EPA. Will hold him accountable to a #alloftheabove energy strategy, including renewables… https://t.co/8cnOUxByXm	|	$#%
Fri Feb 17 19:16:10 +0000 2017	|	Senator Jeff Merkley	|	29201047	|	832669988393742336	|	null	|	The Senate just voted to confirm #Pruitt, even without full info on his ties to Big Oil. Unacceptable. Here’s why w… https://t.co/WoUFnWHzeC	|	$#%
Fri Feb 17 19:16:30 +0000 2017	|	Rob Portman	|	18915145	|	832670074565713920	|	null	|	I look forward to working w/ EPA Administrator Scott Pruitt to help protect #Ohio's environment &amp; protect #jobs:https://t.co/X7wJbU0MFQ	|	$#%
Fri Feb 17 19:18:03 +0000 2017	|	Bill Cassidy	|	55677432	|	832670461884461056	|	null	|	Always proud to support American manufacturing, bringing well-paying jobs with good benefits to Louisiana families. https://t.co/BAN1Hqw1Ku	|	$#%
Fri Feb 17 19:19:41 +0000 2017	|	Shelley Moore Capito	|	193794406	|	832670876873039872	|	null	|	Another great constituent coffee with West Virginians visiting my DC office this week. Check out the photos: https://t.co/0LdIdyIEqD	|	$#%
Fri Feb 17 19:24:31 +0000 2017	|	Richard Blumenthal	|	278124059	|	832672091761618944	|	null	|	Discussed my call for independent prosecutor to investigate Trump officials’ ties to Russia on @npratc. Listen here: https://t.co/7wIDihvM4b	|	$#%
Fri Feb 17 19:30:32 +0000 2017	|	Richard Shelby	|	21111098	|	832673606991695872	|	null	|	Proud to vote for Scott Pruitt to serve as our @EPA Administrator.  I enjoyed meeting with him today &amp; look forward… https://t.co/9Y4qLrcmfT	|	$#%
Fri Feb 17 19:31:25 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832673827138084864	|	null	|	(1/2) Very troubling: China awards Trump a valuable trademark just days after he spoke with the President of China. https://t.co/X2xv3px5Rz	|	$#%
Fri Feb 17 19:31:58 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	832673965839523846	|	476256944	|	(2/2) If this most recent Trump conflict of interest is not a violation of the Constitution’s Emoluments Clause, I don’t know what is.	|	$#%
Fri Feb 17 19:33:01 +0000 2017	|	Senator Tom Carper	|	249787913	|	832674229736857601	|	null	|	Global warming is a reality that we can't afford to ignore. The @EPA must be #GuidedByScience in its efforts to pro… https://t.co/szDHC6lBVC	|	$#%
