Row	|	created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
1	|	Wed Jan 31 12:16:53 +0000 2018	|	Senator Joe Manchin	|	234374703	|	958675451798605824	|	null	|	I’m live on @foxandfriends this morning. Tune in! https://t.co/mS0Kks6Nvq	|	$#%
2	|	Wed Jan 31 11:32:41 +0000 2018	|	David Perdue	|	2863210809	|	958664326067388416	|	null	|	Up bright &amp; early for @MorningsMaria at their special coverage location overlooking our nation’s capital. Tune in s… https://t.co/pEsLqNuQi7	|	$#%
3	|	Wed Jan 31 11:26:29 +0000 2018	|	Brian Schatz	|	47747074	|	958662768206467073	|	null	|	This is the most important story of the day. POTUS couldn’t fill the most essential diplomatic position in South Ko… https://t.co/qDDZTmG1NQ	|	$#%
4	|	Wed Jan 31 11:23:05 +0000 2018	|	Brian Schatz	|	47747074	|	958661913705099266	|	null	|	Bringing a person who has shown resilience through personal tragedy to the SOTU to rally the country around shared… https://t.co/7tKOC9QyMQ	|	$#%
5	|	Wed Jan 31 05:56:54 +0000 2018	|	Sen. James Lankford	|	225921757	|	958579825656164354	|	null	|	Remarkable #SOTU speech tonight from the @POTUS. In addition to touting #TaxReform &amp; growing economy, he highlighte… https://t.co/0hhbnWIfbk	|	$#%
6	|	Wed Jan 31 05:24:05 +0000 2018	|	SenDanSullivan	|	2891210047	|	958571564651380736	|	null	|	#SOTU https://t.co/rpetIe81rw	|	$#%
7	|	Wed Jan 31 05:20:13 +0000 2018	|	Kamala Harris	|	30354991	|	958570595360395264	|	null	|	To equate Dreamers with MS-13 and criminal gangs was completely irresponsible. https://t.co/y8EgFaQ25g	|	$#%
8	|	Wed Jan 31 05:08:35 +0000 2018	|	Senator Ron Johnson	|	233737858	|	958567666339459073	|	null	|	Great speech by @realDonaldTrump tonight. Themes and issues most Americans support. Don’t know why Dems like Tammy… https://t.co/fgCqin9To0	|	$#%
9	|	Wed Jan 31 05:04:30 +0000 2018	|	Senator Mike Crapo	|	600463589	|	958566639175380993	|	null	|	My statement on @POTUS' first #SOTU tonight. https://t.co/uun5jxY4kI	|	$#%
10	|	Wed Jan 31 04:59:19 +0000 2018	|	Senator Mike Crapo	|	600463589	|	958565332796485633	|	null	|	Tonight, @POTUS outlined an optimistic &amp; ambitious agenda. Visit my website to read my full statement and watch my… https://t.co/Svu9GXXlZ1	|	$#%
11	|	Wed Jan 31 04:54:15 +0000 2018	|	Ron Wyden	|	250188760	|	958564058810249217	|	null	|	President Lincoln said, “you can fool some of the people all the time” - and @realDonaldTrump is counting on that.… https://t.co/1I2QSxfzGQ	|	$#%
12	|	Wed Jan 31 04:53:53 +0000 2018	|	Shelley Moore Capito	|	193794406	|	958563966774542336	|	null	|	Tonight, @POTUS delivered an important reminder of what we as a country have accomplished in the past year, as well… https://t.co/DdlKhvDoNN	|	$#%
13	|	Wed Jan 31 04:52:32 +0000 2018	|	Richard Blumenthal	|	278124059	|	958563626473934849	|	null	|	Some of my thoughts on Pres. Trump’s #SOTU address tonight: https://t.co/VxsYP6jpDU	|	$#%
14	|	Wed Jan 31 04:48:58 +0000 2018	|	Sen. Lisa Murkowski	|	18061669	|	958562729962475521	|	18061669	|	The President outlined a number of areas where we can find bipartisan agreement, and it is now our responsibility t… https://t.co/BiG0bJF8lD	|	$#%
15	|	Wed Jan 31 04:48:29 +0000 2018	|	Senator John Boozman	|	5558312	|	958562605832069120	|	null	|	Great to talk with members of the media about the #SOTU. I thought the president delivered a positive message &amp; I’m… https://t.co/LhkYzDAKTC	|	$#%
16	|	Wed Jan 31 04:48:29 +0000 2018	|	Sen. Lisa Murkowski	|	18061669	|	958562605722988550	|	18061669	|	@POTUS best point tonight was fundamental: we must work together to solve our nation's problems. Whether it's the o… https://t.co/0NgWfGlNQz	|	$#%
17	|	Wed Jan 31 12:22:30 +0000 2018	|	Senator Joe Manchin	|	234374703	|	958676865971040256	|	234374703	|	@foxandfriends @kilmeade @ainsleyearhardt Thanks for having me on this chilly January morning!  @SteveDoocy… https://t.co/mCfXcKFewe	|	$#%
18	|	Wed Jan 31 12:49:48 +0000 2018	|	Senator Joe Manchin	|	234374703	|	958683733841690624	|	null	|	I’m up next with @morningmika @JoeNBC @WillieGeist on @Morning_Joe! https://t.co/h7YRzVSKAT	|	$#%
19	|	Wed Jan 31 12:50:26 +0000 2018	|	Marco Rubio	|	15745368	|	958683895200849920	|	null	|	Do not be like a horse or mule,without understanding;
with bit and bridle their temper is curbed,else they will not come to you. Psalms 32:9	|	$#%
20	|	Wed Jan 31 12:51:42 +0000 2018	|	Marco Rubio	|	15745368	|	958684214966267905	|	null	|	In just a few minutes will be on the air with @CBSThisMorning at about 8:03 a.m. #Sayfie	|	$#%
21	|	Wed Jan 31 12:55:41 +0000 2018	|	Senator Jim Risch	|	1096059529	|	958685216176041985	|	null	|	The American people have asked for less taxes, less regulations, more jobs and more security - they are getting exa… https://t.co/4Esat6qGYo	|	$#%
22	|	Wed Jan 31 12:56:53 +0000 2018	|	Pat Roberts	|	75364211	|	958685517364817920	|	null	|	ICYMI: My response to the Presidents State of the Union Address. #SOTU 
https://t.co/hRY7qN4MDI	|	$#%
23	|	Wed Jan 31 13:06:34 +0000 2018	|	Brian Schatz	|	47747074	|	958687953261289472	|	null	|	It is not clear if admin is considering a “bloody nose” strategy or not, but Victor Cha likely got his ambassadorsh… https://t.co/kceOTvAVo1	|	$#%
24	|	Wed Jan 31 13:15:36 +0000 2018	|	Sen. Susan Collins	|	19726613	|	958690227769544705	|	null	|	TUNE IN: I'll be talking live with @mikeallen on @axios' “News Shapers” interview series. Click here to watch: https://t.co/NdCo8GzytG	|	$#%
25	|	Wed Jan 31 13:15:46 +0000 2018	|	Pat Roberts	|	75364211	|	958690270442291200	|	null	|	ICYMI: My reaction to @POTUS' State of the Union Address #SOTU https://t.co/mvJESlwz3B	|	$#%
26	|	Wed Jan 31 13:17:02 +0000 2018	|	Senator John Cornyn	|	13218102	|	958690587154231299	|	null	|	Do Democrats even want a compromise on immigration? asks @JasonRileyWSJ https://t.co/LP9t5xcFg2 via @WSJOpinion	|	$#%
27	|	Wed Jan 31 13:23:31 +0000 2018	|	Brian Schatz	|	47747074	|	958692218683899904	|	null	|	“Bloody nose” idea is that a highly calibrated, limited military action would cause KJU to reconsider his approach.… https://t.co/t5f3wOy4jp	|	$#%
28	|	Wed Jan 31 13:33:14 +0000 2018	|	Senator Joe Manchin	|	234374703	|	958694666194612225	|	null	|	I’m up next on @NewDay with Alisyn! https://t.co/YXHEBTexB6	|	$#%
29	|	Wed Jan 31 13:44:34 +0000 2018	|	Senator John Boozman	|	5558312	|	958697515980861441	|	null	|	I’m on @newsradio1029 right now. tune in. https://t.co/qM1t9CTHjI	|	$#%
30	|	Wed Jan 31 13:49:56 +0000 2018	|	Senator John Cornyn	|	13218102	|	958698868505444352	|	null	|	Based on a false premise. Excess green cards from should be used to unify families waiting 10-20 years in backlog w… https://t.co/sEoTMBGu8x	|	$#%
