Row	|	created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
1	|	Mon Apr 02 22:02:39 +0000 2018	|	Richard Burr	|	21157904	|	980928524541407234	|	null	|	On #WorldAutismAwarnessDay, I'm proud to have championed legislation like #AvontesLaw and the #ABLEtoWorkAct to mak… https://t.co/QGdSxfhhG7	|	$#%
2	|	Mon Apr 02 22:03:00 +0000 2018	|	Sen Dianne Feinstein	|	476256944	|	980928612177096704	|	null	|	It was wonderful to spend some time with women who are leading the way in our business and tech communities. Thank… https://t.co/6Qt4Ydk4n3	|	$#%
3	|	Mon Apr 02 22:03:35 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	980928759179161600	|	null	|	Don’t miss the 6th annual North Dakota Government Procurement Fair in Grand Forks tomorrow from 9:30am-3pm CT. Grea… https://t.co/WjffotEgir	|	$#%
4	|	Mon Apr 02 22:09:23 +0000 2018	|	Bill Nelson	|	20597460	|	980930216557252610	|	null	|	Great meeting with local leaders from Madison, Taylor, and Jefferson counties today! We discussed the good news in… https://t.co/A56Tb9BtwB	|	$#%
5	|	Mon Apr 02 22:11:42 +0000 2018	|	Richard Blumenthal	|	278124059	|	980930799338967040	|	278124059	|	If Sinclair is permitted to take over Tribune Media, this media behemoth threatens to strangle whatever remaining l… https://t.co/WRpFEGt4vE	|	$#%
6	|	Mon Apr 02 22:11:41 +0000 2018	|	Richard Blumenthal	|	278124059	|	980930797610905600	|	null	|	This video is exactly why I warned the @FCC about Sinclair’s threat to local journalism&amp;diversity in media: https://t.co/dyhnsqf7SB	|	$#%
7	|	Mon Apr 02 22:20:58 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	980933134727417858	|	null	|	Recently, my bipartisan bill making sure Native American students receive the federal education support they need w… https://t.co/UcwjlhnCcY	|	$#%
8	|	Mon Apr 02 22:26:00 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	980934399964233728	|	1061029050	|	Too often schools serving American Indian &amp; Alaska Native students lack resources to address those students' specif… https://t.co/xQ8PFefx85	|	$#%
9	|	Mon Apr 02 22:28:10 +0000 2018	|	Chuck Schumer	|	17494010	|	980934946897481728	|	null	|	.@EPAScottPruitt’s decision to roll back fuel economy standards is a victory for big oil and major corporations at… https://t.co/4ak3FuFeFV	|	$#%
10	|	Mon Apr 02 22:28:12 +0000 2018	|	Chuck Schumer	|	17494010	|	980934952660426754	|	17494010	|	As usual, the Trump administration sides with big, powerful special interests over the interests of the average Ame… https://t.co/tsXqO7UGKQ	|	$#%
