Row	|	created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
1	|	Wed Apr 05 18:48:30 +0000 2017	|	Senator Joe Donnelly	|	216503958	|	849695256006320128	|	null	|	Joe is heading to the Senate Floor to speak in support of retired coal miners. https://t.co/ebaeYLZhB1	|	$#%
2	|	Wed Apr 05 18:48:50 +0000 2017	|	Sen. James Lankford	|	225921757	|	849695342761324544	|	null	|	Assad’s atrocious use of chemical weapons cannot be tolerated by int'l community, nor should his illegitimate rule… https://t.co/FhlrfQbYpA	|	$#%
3	|	Wed Apr 05 18:49:47 +0000 2017	|	Senator Patty Murray	|	293131808	|	849695582042116096	|	293131808	|	Judge Gorsuch has ruled in ways that have made it more difficult for children &amp; students w/ disabilities to receive the support they deserve	|	$#%
4	|	Wed Apr 05 18:51:20 +0000 2017	|	Leader McConnell	|	1249982359	|	849695971248410629	|	null	|	Despite a bipartisan majority, Dem leadership is now determined to lead the 1st successful partisan filibuster of a #SCOTUS nom in history	|	$#%
5	|	Wed Apr 05 18:52:49 +0000 2017	|	Richard Blumenthal	|	278124059	|	849696341672550400	|	null	|	Steve Bannon should never have been on National Security Council in the first place – his removal is long overdue. https://t.co/R9py7NEKRm	|	$#%
6	|	Wed Apr 05 18:55:13 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	849696948986753027	|	null	|	ICYMI - @t_fizz9 &amp; I talked about @UNDwhockey program being cut on @OTLonESPN with @BobLeyESPN #NeverEndTheFight https://t.co/5TZyorUCCt	|	$#%
7	|	Wed Apr 05 18:57:33 +0000 2017	|	Senator John Boozman	|	5558312	|	849697532808704000	|	null	|	Headed to the #Senate floor to show my support for Judge #Gorsuch to serve on the Supreme Court. Watch here. https://t.co/Pml9HxlG6o #SCOTUS	|	$#%
8	|	Wed Apr 05 18:58:53 +0000 2017	|	Leader McConnell	|	1249982359	|	849697869720420352	|	null	|	Fact Checkers: The #Senate does not have a 60-vote "standard" when it comes to #SCOTUS nominees https://t.co/8rUt0XHbB7	|	$#%
9	|	Wed Apr 05 18:59:27 +0000 2017	|	Joni Ernst	|	1383059977	|	849698014507741184	|	null	|	States shouldn’t be forced to send taxpayer money to abortion providers. 
https://t.co/rvjSukW03s	|	$#%
10	|	Wed Apr 05 19:00:05 +0000 2017	|	Tom Cotton	|	968650362	|	849698170187636737	|	null	|	I joined @TheLeadCNN with @jaketapper yesterday to discuss the chemical attack in Syria and Neil Gorsuch. WATCH: https://t.co/lmTO3x8BfG	|	$#%
11	|	Wed Apr 05 19:00:03 +0000 2017	|	Dean Heller	|	266133081	|	849698164659503104	|	null	|	Proud to meet w/ these #NV heroes from @MilitaryOfficers to discuss important issues such as the elimination of the… https://t.co/X3Qc3dxxnM	|	$#%
12	|	Wed Apr 05 19:00:03 +0000 2017	|	David Perdue	|	2863210809	|	849698162386317316	|	null	|	.@AUG_Chronicle shares why Judge Gorsuch is the best man for #SCOTUS. Read more: https://t.co/JzhzoggPCo	|	$#%
13	|	Wed Apr 05 19:00:10 +0000 2017	|	Senator John Hoeven	|	382791093	|	849698191637450754	|	null	|	Learned more about the #NDSU Extension Service’s ongoing ag research work throughout ND in meeting with Kathy. https://t.co/rbCpVl9nah	|	$#%
14	|	Wed Apr 05 19:00:24 +0000 2017	|	Rob Portman	|	18915145	|	849698253411160064	|	null	|	There is no dispute that #China is the largest manufacturer of illicit fentanyl and other dangerous synthetic drugs: https://t.co/rwhIzMJcr1	|	$#%
15	|	Wed Apr 05 19:02:57 +0000 2017	|	Sen. Jeanne Shaheen	|	109287731	|	849698891842891776	|	null	|	2017 NH infrastructure report card is a call to action.The condition of NH's bridges is unacceptable #nhpolitics 1/2 https://t.co/gaPbDCSQkJ	|	$#%
16	|	Wed Apr 05 19:03:09 +0000 2017	|	Sen. Lisa Murkowski	|	18061669	|	849698942648557568	|	null	|	Honored to receive @NSSF Legislator of the Year award yesterday &amp; look forward to continuing my work to support Ame… https://t.co/uFbF5ZW1al	|	$#%
17	|	Wed Apr 05 19:03:14 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	849698965897523201	|	null	|	Trump's budget proposal cuts after-school programs for Wisconsin's neediest children - @journalsentinel https://t.co/pbEdCeflGM	|	$#%
18	|	Wed Apr 05 19:03:39 +0000 2017	|	Sen. Jeanne Shaheen	|	109287731	|	849699071627493376	|	null	|	My bill will repair&amp;replace our bridges, create NH jobs.Investing in infrastructure is long overdue #nhpolitics 2/2 https://t.co/XCqZi88KQX	|	$#%
19	|	Wed Apr 05 19:04:10 +0000 2017	|	Senator Ron Johnson	|	233737858	|	849699200082341888	|	null	|	Congrats @AjitPaiFCC for getting the FCC out of the ‘economics free zone'. https://t.co/4hhN1eXWmh	|	$#%
20	|	Wed Apr 05 19:04:10 +0000 2017	|	Chuck Schumer	|	17494010	|	849699199763533824	|	null	|	The people of Syria have suffered untold horrors and violence at the hands of Bashar al-Assad and his supporters in Tehran and Moscow.	|	$#%
