Row	|	created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
1	|	Thu Mar 22 02:16:00 +0000 2018	|	Senator Roy Blunt	|	21269970	|	976643626448154625	|	null	|	Our troops deserve a pay raise. This bill will make sure they get it ⬇️ https://t.co/oo6cWQxOCI	|	$#%
2	|	Thu Mar 22 02:17:54 +0000 2018	|	Senator Jon Tester	|	515822213	|	976644106024763392	|	null	|	In the wake of one of the worst wildfire seasons ever, we’ve finally secured a long-term funding fix that will trea… https://t.co/hDXvbe7HSn	|	$#%
3	|	Thu Mar 22 02:20:58 +0000 2018	|	Dean Heller	|	266133081	|	976644874895331328	|	null	|	I’m pleased the omnibus includes two important, commonsense measures that I helped introduce to keep our communitie… https://t.co/ImGvDzbEhv	|	$#%
4	|	Thu Mar 22 02:22:40 +0000 2018	|	Sherrod Brown	|	43910797	|	976645303452487680	|	null	|	For too long, Ohio communities have been desperate for the federal government to step up and provide the necessary… https://t.co/RZtn5dH8uU	|	$#%
5	|	Thu Mar 22 02:23:31 +0000 2018	|	Sherrod Brown	|	43910797	|	976645518620282881	|	43910797	|	By investing in local communities and supporting law enforcement through the INTERDICT Act, we can better address t… https://t.co/AvOtyUAmOr	|	$#%
6	|	Thu Mar 22 02:25:04 +0000 2018	|	Senator Ron Johnson	|	233737858	|	976645910724833280	|	null	|	#RightToTry https://t.co/MRqz6tRDfx	|	$#%
7	|	Thu Mar 22 02:25:00 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	976645891904782336	|	null	|	.@Biodiesel_Media folks are on Capitol Hill yesterday talking about the renewable fuel standard &amp; the biodiesel tax… https://t.co/MtJN7ZvBF2	|	$#%
8	|	Thu Mar 22 02:28:00 +0000 2018	|	Sen. Maria Cantwell	|	117501995	|	976646646330257408	|	null	|	Pacific NW lawmakers have worked together to force Congress to finally address the persistent shortfalls in our nat… https://t.co/uNZAaFk5UR	|	$#%
9	|	Thu Mar 22 02:31:38 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	976647562043281410	|	null	|	Met w/ Marie from Oakes who’s in DC advocating with @PatientCitizen on behalf of folks who need dialysis treatments… https://t.co/cir4dKlOoj	|	$#%
10	|	Thu Mar 22 02:35:00 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	976648408827092993	|	null	|	Making sure we continue to supply North Dakotans with reliable &amp; affordable energy is a top priority of mine &amp; the… https://t.co/iwBpRqOeFB	|	$#%
11	|	Thu Mar 22 02:35:55 +0000 2018	|	Sen. Lisa Murkowski	|	18061669	|	976648639685840896	|	null	|	Today kids in AK joined thousands of young people across the U.S. for ”Kick Butts Day.” Proud to see so many youth… https://t.co/XfnQ33Mg36	|	$#%
12	|	Thu Mar 22 02:38:11 +0000 2018	|	Marco Rubio	|	15745368	|	976649210618613760	|	null	|	Great read by @rumpfshaker The #Parkland victims families have gotten more done on #Gunviolence in 5 weeks than we… https://t.co/r93Ko0xFGY	|	$#%
13	|	Thu Mar 22 02:45:00 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	976650925010911232	|	null	|	Had an in-depth conversation w/ Ken Feinberg yesterday about how the Congressional Joint Select Committee on Pensio… https://t.co/4JXpVki7tg	|	$#%
14	|	Thu Mar 22 02:53:00 +0000 2018	|	Sen. Maria Cantwell	|	117501995	|	976652937844920320	|	null	|	This is the first increase in the #LIHTC in over a decade.  Nearly $3 billion is a good start towards tackling the… https://t.co/qO2PsRo1Zo	|	$#%
15	|	Thu Mar 22 02:53:42 +0000 2018	|	Bill Nelson	|	20597460	|	976653112747479040	|	null	|	Just learned that funding for another Hurricane Hunter jet is in the $1.3 trillion spending bill Congress will vote… https://t.co/bptcy0z03U	|	$#%
16	|	Thu Mar 22 02:54:17 +0000 2018	|	Senator Rand Paul	|	216881337	|	976653262182080512	|	null	|	“Congress should reject the CLOUD Act because it fails to protect human rights or Americans’ privacy...gives up the… https://t.co/VbiCfauShs	|	$#%
17	|	Thu Mar 22 02:55:00 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	976653441828249601	|	null	|	Met w/ NDan’s representing @ACEethanol about the renewable fuel standard that supports many aspects of North Dakota… https://t.co/WMjEQlAq8d	|	$#%
18	|	Thu Mar 22 02:58:06 +0000 2018	|	Senator Rand Paul	|	216881337	|	976654222879019008	|	216881337	|	But guess what? Congress can’t vote to reject the CLOUD Act, because it just got stuck onto the Omnibus, with no pr… https://t.co/Czi6dK9rwb	|	$#%
19	|	Thu Mar 22 03:02:00 +0000 2018	|	Kamala Harris	|	30354991	|	976655205159796736	|	null	|	Because our nation lacks national paid family and sick leave policies, employees can be fired for taking a day off… https://t.co/1Z4HEznwsS	|	$#%
20	|	Thu Mar 22 03:08:00 +0000 2018	|	Sen. Maria Cantwell	|	117501995	|	976656712303247362	|	null	|	This forestry and wildfire funding boost will allow the @ForestService to prioritize work in areas closest to commu… https://t.co/QCL1CGSvu5	|	$#%
21	|	Thu Mar 22 03:15:00 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	976658474523332608	|	null	|	Great to meet w/ Rural Leadership North Dakota today about how we can strengthen our rural communities throughout N… https://t.co/ZVM4qe3dbk	|	$#%
22	|	Thu Mar 22 03:25:00 +0000 2018	|	Sen. Heidi Heitkamp	|	1061029050	|	976660992263307264	|	null	|	Met w/ representatives from the San Manuel Band of Mission Indians about issues important to Indian Country like la… https://t.co/F7cs3AUvpx	|	$#%
23	|	Thu Mar 22 03:30:00 +0000 2018	|	Sen. Maria Cantwell	|	117501995	|	976662250147799041	|	null	|	This increase in the #LIHTC couldn’t come at a better time.  This down payment will help us deal with the tremendou… https://t.co/cpySmd095T	|	$#%
24	|	Thu Mar 22 03:39:18 +0000 2018	|	Dean Heller	|	266133081	|	976664590200246274	|	null	|	After working with the Senate Commerce, Justice, &amp; Science Department Appropriations Subcommittee Chairman Richard… https://t.co/LYHuRKeaWB	|	$#%
25	|	Thu Mar 22 03:58:05 +0000 2018	|	Dean Heller	|	266133081	|	976669318183309312	|	null	|	#NV law enforcement is facing a nearly $2.8 million shortfall due to overtime costs following the Oct. 1st tragedy… https://t.co/HTxg1gjpfq	|	$#%
26	|	Thu Mar 22 04:00:00 +0000 2018	|	Sen. Maria Cantwell	|	117501995	|	976669798988828672	|	null	|	The spending deal announced today includes a key provision that increases the successful Low-Income Housing Tax Cre… https://t.co/bliOJrQoKy	|	$#%
27	|	Thu Mar 22 04:30:00 +0000 2018	|	Sen. Maria Cantwell	|	117501995	|	976677349159612417	|	null	|	There is currently a nationwide shortage of more than 7 million affordable rental homes, an increase from the 4.4 m… https://t.co/ILb8IYExbY	|	$#%
28	|	Thu Mar 22 05:00:00 +0000 2018	|	Sen. Maria Cantwell	|	117501995	|	976684897984065537	|	null	|	As rents and home prices across the country skyrocket, especially in the Pacific Northwest, I was proud today to se… https://t.co/l3pYksiBqU	|	$#%
29	|	Thu Mar 22 10:47:26 +0000 2018	|	Marco Rubio	|	15745368	|	976772334244782080	|	null	|	Give thanks to the LORD, invoke his name;make known among the peoples his deeds! Sing praise to him, play music;pro… https://t.co/9oGXK0pVG1	|	$#%
30	|	Thu Mar 22 11:01:57 +0000 2018	|	Marco Rubio	|	15745368	|	976775986174922752	|	null	|	Read here about:  #Florida senators  "red flag" gun law will be filed this morning. https://t.co/R2YzDafzDw #axiosam #sayfie	|	$#%
31	|	Thu Mar 22 11:08:37 +0000 2018	|	Ed Markey	|	21406834	|	976777665570107393	|	null	|	About to join @NPR @MorningEdition to discuss @facebook - #CambrideAnalytica and having Mark Zuckerberg testify in… https://t.co/r5OkTrGnUM	|	$#%
32	|	Thu Mar 22 11:34:15 +0000 2018	|	Marco Rubio	|	15745368	|	976784114060808193	|	null	|	This is another example of what actually works in preventing gun violence. Authorities identify someone “who had th… https://t.co/5TjnmPyRQc	|	$#%
